user_id,archetype,preferred_categories,issue_count,pr_count,push_count,repo_diversity,collab_density,label_diversity,sprint_velocity,recency_weight
u03134,scrum_team_member,"Agile/Scrum,Release Management",46,13,47,13,0.698,10,18,0.609
u03135,solo_hacker,"Kanban,Open Source,Research",2,4,71,10,0.033,2,2,0.758
u03136,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",9,14,130,9,0.326,2,10,0.928
u03137,kanban_ops,"Kanban,Customer Support,Bug Triage",19,3,7,3,0.544,3,5,0.694
u03138,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",27,5,3,7,0.946,18,14,0.828
u03139,solo_hacker,"Kanban,Open Source,Research",4,2,42,10,0.228,3,4,0.292
u03140,solo_hacker,"Kanban,Open Source,Research",3,2,26,20,0.186,7,6,0.668
u03141,scrum_team_member,"Agile/Scrum,Release Management",30,17,35,4,0.687,7,12,0.971
u03142,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",45,3,15,5,0.849,20,18,0.55
u03143,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",17,18,31,19,0.31,7,6,0.683
u03144,kanban_ops,"Kanban,Customer Support,Bug Triage",12,5,29,4,0.428,5,4,0.595
u03145,oss_contributor,"Open Source,Research",16,19,17,45,0.375,6,2,0.855
u03146,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",10,17,29,6,0.963,20,10,0.709
u03147,scrum_team_member,"Agile/Scrum,Release Management",41,9,81,6,0.699,3,8,0.649
u03148,solo_hacker,"Kanban,Open Source,Research",2,7,26,14,0.282,5,5,0.257
u03149,scrum_team_member,"Agile/Scrum,Release Management",14,13,32,5,0.605,6,11,0.851
u03150,solo_hacker,"Kanban,Open Source,Research",5,1,45,8,0.096,3,4,0.552
u03151,oss_contributor,"Open Source,Research",6,38,7,47,0.488,6,3,0.846
u03152,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",59,2,4,4,0.74,10,25,0.927
u03153,kanban_ops,"Kanban,Customer Support,Bug Triage",14,5,10,5,0.442,7,3,0.673
u03154,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,28,57,42,0.625,5,6,0.664
u03155,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",35,12,22,6,0.79,16,32,0.845
u03156,kanban_ops,"Kanban,Customer Support,Bug Triage",15,4,12,1,0.574,4,4,0.72
u03157,kanban_ops,"Kanban,Customer Support,Bug Triage",34,6,42,3,0.536,10,4,0.701
u03158,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",37,2,4,15,0.989,26,7,0.77
u03159,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",33,2,5,7,0.939,15,24,0.67
u03160,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",75,2,8,6,0.721,21,11,0.937
u03161,solo_hacker,"Kanban,Open Source,Research",2,5,81,12,0.188,3,2,0.387
u03162,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",30,5,2,9,0.884,29,11,0.967
u03163,oss_contributor,"Open Source,Research",12,31,45,12,0.292,7,2,0.452
u03164,scrum_team_member,"Agile/Scrum,Release Management",27,24,60,5,0.733,8,7,0.641
u03165,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",21,56,42,24,0.408,4,18,0.68
u03166,oss_contributor,"Open Source,Research",14,40,60,44,0.381,11,3,0.881
u03167,scrum_team_member,"Agile/Scrum,Release Management",15,42,35,12,0.68,4,3,0.756
u03168,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",118,1,5,15,0.701,19,28,0.556
u03169,solo_hacker,"Kanban,Open Source,Research",8,2,31,13,0.293,1,13,0.231
u03170,scrum_team_member,"Agile/Scrum,Release Management",64,26,33,10,0.823,8,24,0.687
u03171,kanban_ops,"Kanban,Customer Support,Bug Triage",12,4,7,3,0.416,8,5,0.61
u03172,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",32,6,11,13,0.606,16,8,0.959
u03173,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",69,3,2,9,0.736,18,13,0.784
u03174,kanban_ops,"Kanban,Customer Support,Bug Triage",11,5,5,3,0.675,9,2,0.689
u03175,oss_contributor,"Open Source,Research",4,16,35,42,0.568,6,2,0.535
u03176,solo_hacker,"Kanban,Open Source,Research",6,2,40,15,0.235,2,1,0.253
u03177,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",16,8,29,3,0.791,8,12,0.89
u03178,kanban_ops,"Kanban,Customer Support,Bug Triage",44,7,13,3,0.71,11,5,0.522
u03179,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",43,1,1,7,0.682,17,11,0.65
u03180,oss_contributor,"Open Source,Research",13,30,14,32,0.424,2,4,0.718
u03181,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",14,6,31,6,0.721,14,42,0.826
u03182,scrum_team_member,"Agile/Scrum,Release Management",24,14,48,6,0.703,1,8,0.995
u03183,scrum_team_member,"Agile/Scrum,Release Management",40,20,43,6,0.618,1,3,0.963
u03184,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",16,15,77,15,0.666,13,25,0.634
u03185,ml_researcher,"Research,Open Source",2,12,52,8,0.45,3,3,0.847
u03186,scrum_team_member,"Agile/Scrum,Release Management",53,51,42,4,0.738,9,7,0.682
u03187,solo_hacker,"Kanban,Open Source,Research",3,2,41,21,0.288,3,2,0.319
u03188,ml_researcher,"Research,Open Source",5,3,97,5,0.441,2,3,0.859
u03189,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",20,39,203,40,0.563,7,13,0.632
u03190,scrum_team_member,"Agile/Scrum,Release Management",23,24,25,5,0.711,6,14,0.931
u03191,solo_hacker,"Kanban,Open Source,Research",2,2,90,20,0.07,5,2,0.71
u03192,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",27,5,19,3,0.898,18,17,0.837
u03193,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",38,16,23,12,0.77,7,32,0.703
u03194,kanban_ops,"Kanban,Customer Support,Bug Triage",32,10,11,3,0.631,5,4,0.604
u03195,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",18,14,26,14,0.454,11,7,0.917
u03196,scrum_team_member,"Agile/Scrum,Release Management",30,24,68,5,0.633,2,7,0.62
u03197,ml_researcher,"Research,Open Source",1,8,59,3,0.499,2,3,0.709
u03198,solo_hacker,"Kanban,Open Source,Research",5,8,32,11,0.273,2,7,0.514
u03199,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",103,3,8,7,0.848,15,23,0.862
u03200,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",10,14,27,4,0.837,10,11,0.811
u03201,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",10,15,51,5,0.993,12,22,0.917
u03202,kanban_ops,"Kanban,Customer Support,Bug Triage",62,16,11,6,0.688,7,3,0.597
u03203,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",8,36,117,12,0.383,7,16,0.888
u03204,scrum_team_member,"Agile/Scrum,Release Management",16,26,55,6,0.509,8,12,0.716
u03205,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",25,2,2,9,0.662,12,9,0.578
u03206,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",41,7,3,8,0.905,13,23,0.882
u03207,scrum_team_member,"Agile/Scrum,Release Management",62,8,50,6,0.534,5,10,0.74
u03208,solo_hacker,"Kanban,Open Source,Research",18,1,26,14,0.179,1,3,0.202
u03209,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",15,10,37,8,0.943,14,24,0.968
u03210,ml_researcher,"Research,Open Source",8,2,14,2,0.416,2,2,0.6
u03211,scrum_team_member,"Agile/Scrum,Release Management",50,10,118,3,0.715,3,15,0.62
u03212,kanban_ops,"Kanban,Customer Support,Bug Triage",32,3,11,3,0.424,5,3,0.637
u03213,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",65,4,5,9,0.691,15,16,0.666
u03214,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",17,16,13,13,0.618,13,9,0.884
u03215,solo_hacker,"Kanban,Open Source,Research",8,3,35,6,0.195,3,3,0.316
u03216,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",11,11,30,4,0.743,16,9,0.758
u03217,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",10,15,41,39,0.345,5,8,0.667
u03218,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",6,14,54,25,0.66,11,11,0.646
u03219,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",28,36,60,19,0.63,3,14,0.762
u03220,kanban_ops,"Kanban,Customer Support,Bug Triage",7,5,14,4,0.642,5,2,0.549
u03221,oss_contributor,"Open Source,Research",4,55,45,18,0.255,3,2,0.832
u03222,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",24,9,35,2,0.74,12,22,0.734
u03223,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",33,3,11,5,0.641,29,8,0.694
u03224,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,31,75,66,0.507,3,9,0.612
u03225,scrum_team_member,"Agile/Scrum,Release Management",23,16,72,8,0.594,4,6,0.878
u03226,oss_contributor,"Open Source,Research",11,72,13,19,0.299,5,2,0.431
u03227,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",20,10,38,3,0.866,15,18,0.984
u03228,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",37,3,9,6,0.735,12,16,0.61
u03229,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",28,44,74,26,0.362,5,10,0.738
u03230,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",34,22,12,3,0.993,15,13,0.935
u03231,ml_researcher,"Research,Open Source",4,4,25,3,0.241,4,3,0.695
u03232,kanban_ops,"Kanban,Customer Support,Bug Triage",15,3,16,3,0.696,8,5,0.599
u03233,scrum_team_member,"Agile/Scrum,Release Management",31,9,52,3,0.739,4,6,0.681
u03234,scrum_team_member,"Agile/Scrum,Release Management",35,51,49,3,0.757,7,9,0.742
u03235,solo_hacker,"Kanban,Open Source,Research",9,4,16,27,0.14,3,5,0.551
u03236,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",32,9,14,3,0.908,15,8,0.837
u03237,solo_hacker,"Kanban,Open Source,Research",3,2,50,5,0.004,4,4,0.601
u03238,kanban_ops,"Kanban,Customer Support,Bug Triage",15,7,10,5,0.501,8,7,0.732
u03239,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",55,3,12,8,0.876,17,11,0.827
u03240,solo_hacker,"Kanban,Open Source,Research",3,13,18,11,0.074,4,8,0.219
u03241,kanban_ops,"Kanban,Customer Support,Bug Triage",30,4,8,5,0.796,8,2,0.71
u03242,scrum_team_member,"Agile/Scrum,Release Management",16,30,27,6,0.801,3,10,0.703
u03243,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",64,6,5,24,0.657,13,8,0.923
u03244,solo_hacker,"Kanban,Open Source,Research",4,4,29,19,0.264,2,13,0.24
u03245,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",41,8,5,11,0.908,21,26,0.96
u03246,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",72,1,4,10,0.917,15,9,0.646
u03247,ml_researcher,"Research,Open Source",9,5,15,3,0.488,3,3,0.553
u03248,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",44,28,40,8,0.714,10,24,0.751
u03249,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",12,15,41,9,0.787,8,21,0.766
u03250,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",28,2,5,5,0.686,19,12,0.699
u03251,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",34,11,30,3,0.798,8,17,0.802
u03252,solo_hacker,"Kanban,Open Source,Research",7,2,79,8,0.101,2,5,0.264
u03253,kanban_ops,"Kanban,Customer Support,Bug Triage",31,2,11,3,0.545,5,6,0.513
u03254,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",9,46,28,28,0.34,4,18,0.796
u03255,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,37,33,21,0.429,12,3,0.806
u03256,scrum_team_member,"Agile/Scrum,Release Management",40,28,73,6,0.696,7,8,0.634
u03257,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",18,14,18,6,0.822,19,21,0.706
u03258,ml_researcher,"Research,Open Source",2,2,29,7,0.241,3,1,0.819
u03259,kanban_ops,"Kanban,Customer Support,Bug Triage",17,9,6,5,0.425,4,4,0.541
u03260,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",27,16,3,6,0.762,8,24,0.562
u03261,kanban_ops,"Kanban,Customer Support,Bug Triage",31,5,6,2,0.423,6,3,0.576
u03262,ml_researcher,"Research,Open Source",5,4,17,7,0.496,3,3,0.814
u03263,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",100,9,3,6,0.924,18,30,0.664
u03264,solo_hacker,"Kanban,Open Source,Research",6,2,54,4,0.258,4,6,0.257
u03265,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",7,11,31,3,0.911,31,10,0.922
u03266,oss_contributor,"Open Source,Research",1,83,3,67,0.477,5,9,0.713
u03267,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",17,3,6,8,0.895,14,9,0.944
u03268,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",49,2,8,5,0.728,11,15,0.742
u03269,solo_hacker,"Kanban,Open Source,Research",2,1,51,14,0.045,4,7,0.556
u03270,kanban_ops,"Kanban,Customer Support,Bug Triage",6,10,13,5,0.77,7,2,0.812
u03271,scrum_team_member,"Agile/Scrum,Release Management",84,3,29,8,0.815,9,16,0.712
u03272,scrum_team_member,"Agile/Scrum,Release Management",39,18,19,13,0.717,4,8,0.915
u03273,kanban_ops,"Kanban,Customer Support,Bug Triage",28,20,16,1,0.755,11,4,0.823
u03274,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",44,3,4,9,0.719,25,14,0.721
u03275,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",97,3,4,9,0.823,11,10,0.668
u03276,kanban_ops,"Kanban,Customer Support,Bug Triage",14,7,9,3,0.756,9,6,0.554
u03277,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",11,22,13,5,0.743,19,6,0.707
u03278,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",11,18,84,10,0.409,5,18,0.749
u03279,scrum_team_member,"Agile/Scrum,Release Management",37,18,37,8,0.703,2,8,0.813
u03280,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",21,15,82,14,0.522,5,13,0.65
u03281,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",21,2,4,4,0.669,16,26,0.795
u03282,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,25,119,8,0.35,10,7,0.907
u03283,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",58,3,6,13,0.617,10,12,0.664
u03284,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",14,23,82,20,0.528,6,8,0.744
u03285,kanban_ops,"Kanban,Customer Support,Bug Triage",12,5,6,3,0.492,9,4,0.717
u03286,kanban_ops,"Kanban,Customer Support,Bug Triage",27,4,10,6,0.625,7,3,0.645
u03287,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",40,2,19,7,0.893,8,7,0.675
u03288,oss_contributor,"Open Source,Research",25,20,32,19,0.226,12,3,0.727
u03289,solo_hacker,"Kanban,Open Source,Research",5,1,34,17,0.153,1,8,0.436
u03290,ml_researcher,"Research,Open Source",8,8,85,4,0.269,6,3,0.433
u03291,solo_hacker,"Kanban,Open Source,Research",5,4,14,4,0.024,7,4,0.767
u03292,scrum_team_member,"Agile/Scrum,Release Management",14,21,68,10,0.853,8,12,0.665
u03293,solo_hacker,"Kanban,Open Source,Research",2,4,48,10,0.188,6,5,0.288
u03294,oss_contributor,"Open Source,Research",4,19,40,23,0.571,11,5,0.796
u03295,solo_hacker,"Kanban,Open Source,Research",3,2,15,7,0.098,3,11,0.576
u03296,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",27,9,100,16,0.498,4,4,0.626
u03297,kanban_ops,"Kanban,Customer Support,Bug Triage",38,12,3,3,0.436,9,4,0.548
u03298,scrum_team_member,"Agile/Scrum,Release Management",64,19,23,8,0.789,7,4,0.73
u03299,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",27,3,3,15,0.861,13,13,0.793
u03300,scrum_team_member,"Agile/Scrum,Release Management",22,23,96,8,0.896,5,5,0.8
u03301,kanban_ops,"Kanban,Customer Support,Bug Triage",19,5,16,3,0.637,6,4,0.845
u03302,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",4,16,54,39,0.643,3,5,0.741
u03303,ml_researcher,"Research,Open Source",2,6,20,3,0.247,4,6,0.771
u03304,solo_hacker,"Kanban,Open Source,Research",3,3,90,7,0.212,2,5,0.692
u03305,oss_contributor,"Open Source,Research",4,18,10,28,0.212,2,3,0.407
u03306,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,26,76,11,0.643,3,7,0.757
u03307,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",19,7,16,6,0.615,52,14,0.822
u03308,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",38,4,6,8,0.806,7,14,0.501
u03309,oss_contributor,"Open Source,Research",10,36,87,36,0.444,3,3,0.888
u03310,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",22,7,26,2,0.738,4,13,0.763
u03311,scrum_team_member,"Agile/Scrum,Release Management",91,14,34,13,0.864,5,11,0.789
u03312,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",62,5,19,3,0.925,6,17,0.746
u03313,scrum_team_member,"Agile/Scrum,Release Management",15,61,54,4,0.775,4,4,0.972
u03314,kanban_ops,"Kanban,Customer Support,Bug Triage",14,13,12,5,0.645,4,5,0.535
u03315,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",97,2,3,12,0.761,16,11,0.726
u03316,scrum_team_member,"Agile/Scrum,Release Management",45,12,36,7,0.9,3,10,0.876
u03317,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",10,3,3,5,0.8,19,9,0.907
u03318,oss_contributor,"Open Source,Research",7,96,14,24,0.42,3,6,0.884
u03319,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",59,4,5,8,0.777,9,13,0.618
u03320,scrum_team_member,"Agile/Scrum,Release Management",44,9,88,5,0.52,2,9,0.794
u03321,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",27,7,37,5,0.92,18,14,0.882
u03322,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",74,12,16,4,0.734,5,21,0.902
u03323,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",5,23,103,31,0.586,3,11,0.796
u03324,solo_hacker,"Kanban,Open Source,Research",11,2,27,11,0.169,2,2,0.484
u03325,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",14,32,33,41,0.457,10,11,0.868
u03326,scrum_team_member,"Agile/Scrum,Release Management",18,16,59,8,0.797,7,6,0.676
u03327,kanban_ops,"Kanban,Customer Support,Bug Triage",13,4,14,2,0.727,6,3,0.709
u03328,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",16,36,166,12,0.441,9,9,0.705
u03329,scrum_team_member,"Agile/Scrum,Release Management",34,76,44,8,0.541,7,10,0.978
u03330,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",12,17,93,25,0.348,4,4,0.758
u03331,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",44,6,5,5,0.823,18,14,0.771
u03332,kanban_ops,"Kanban,Customer Support,Bug Triage",3,3,12,5,0.717,5,8,0.517
u03333,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",12,13,24,5,0.762,14,15,0.984
u03334,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",10,11,14,8,0.846,10,25,0.972
u03335,kanban_ops,"Kanban,Customer Support,Bug Triage",17,8,32,2,0.462,5,5,0.688
u03336,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",16,12,13,4,0.865,12,9,0.965
u03337,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",29,14,40,9,0.366,5,10,0.87
u03338,scrum_team_member,"Agile/Scrum,Release Management",41,18,35,6,0.875,11,8,0.751
u03339,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",4,37,103,15,0.352,6,2,0.991
u03340,ml_researcher,"Research,Open Source",3,6,55,4,0.404,6,3,0.755
u03341,scrum_team_member,"Agile/Scrum,Release Management",24,38,48,6,0.51,5,9,0.698
u03342,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",47,5,3,8,0.758,22,9,0.996
u03343,kanban_ops,"Kanban,Customer Support,Bug Triage",23,5,7,5,0.653,4,6,0.885
u03344,kanban_ops,"Kanban,Customer Support,Bug Triage",11,5,10,6,0.563,18,5,0.593
u03345,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",21,2,6,7,0.859,22,8,0.61
u03346,ml_researcher,"Research,Open Source",1,12,25,6,0.441,5,2,0.858
u03347,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,18,63,15,0.6,9,6,0.973
u03348,solo_hacker,"Kanban,Open Source,Research",2,6,28,18,0.066,2,2,0.738
u03349,solo_hacker,"Kanban,Open Source,Research",5,3,13,2,0.167,2,3,0.71
u03350,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",4,13,58,25,0.495,4,4,0.966
u03351,solo_hacker,"Kanban,Open Source,Research",7,4,28,8,0.091,3,3,0.555
u03352,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",13,12,86,29,0.46,9,20,0.889
u03353,kanban_ops,"Kanban,Customer Support,Bug Triage",22,7,16,4,0.76,6,4,0.575
u03354,solo_hacker,"Kanban,Open Source,Research",6,6,25,8,0.288,3,8,0.783
u03355,solo_hacker,"Kanban,Open Source,Research",6,5,31,13,0.035,4,2,0.243
u03356,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",7,49,26,23,0.609,2,4,0.624
u03357,kanban_ops,"Kanban,Customer Support,Bug Triage",6,3,14,5,0.69,5,5,0.654
u03358,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",67,4,7,14,0.641,12,14,0.928
u03359,scrum_team_member,"Agile/Scrum,Release Management",53,7,72,6,0.546,3,10,0.747
u03360,design_sprint_pm,"Design Sprint,Agile/Scrum,Customer Support",30,2,6,15,0.62,16,10,0.986
u03361,ml_researcher,"Research,Open Source",1,11,44,2,0.359,3,4,0.491
u03362,scrum_team_member,"Agile/Scrum,Release Management",60,7,53,4,0.813,6,12,0.618
u03363,platform_engineer,"DevOps/CI-CD,Release Management,Incident Response",36,19,46,15,0.683,4,11,0.645
u03364,incident_responder,"Incident Response,Bug Triage,DevOps/CI-CD",12,16,32,4,0.973,17,11,0.969
u03365,scrum_team_member,"Agile/Scrum,Release Management",46,24,16,6,0.551,5,12,0.758
u03366,solo_hacker,"Kanban,Open Source,Research",2,4,7,19,0.172,3,4,0.635
u03367,kanban_ops,"Kanban,Customer Support,Bug Triage",24,3,9,2,0.408,5,3,0.669
u03368,ml_researcher,"Research,Open Source",10,9,63,2,0.348,3,3,0.832
